대피장소명,세부위치명,수용인원,도로명주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
대흥동주민센터,동청사,355,서울특별시 마포구 신촌로26길 10 (노고산동),37.5558715,126.9424158,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
염리동주민센터,동청사,487,서울특별시 마포구 숭문길 14 (염리동),37.5470703,126.9456522,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
신수동주민센터,동청사,1161,서울특별시 마포구 독막로 192 (신수동),37.5471204,126.9351723,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
서강동주민센터,동청사,1703,서울특별시 마포구 독막로 165 (창전동),37.547732,126.9320629,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
서교동주민센터,동청사,817,서울특별시 마포구 동교로15길 7 (서교동),37.5551143,126.9145848,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
합정동주민센터,동청사,990,서울특별시 마포구 월드컵로5길 11 (합정동),37.551619,126.911727,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
망원1동주민센터,동청사,738,서울특별시 마포구 포은로6길 10 (망원동),37.5556,126.9057046,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
망원2동주민센터,동청사,821,서울특별시 마포구 방울내로7길 11 (망원동),37.560317,126.9023193,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
연남동주민센터,동청사,609,서울특별시 마포구 성미산로29길 17-9 (연남동),37.5645081,126.922021,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
성산1동주민센터,동청사,749,서울특별시 마포구 성산로4길 15 (성산동),37.56336755,126.907895,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
성산2동주민센터,동청사,732,서울특별시 마포구 월드컵북로30길 22 (성산동),37.5686413,126.908989,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
상암동주민센터,동청사,748,서울특별시 마포구 매봉산로2길 16 (상암동),37.5783383,126.8946733,2021,화학사고,02-3153-9262,서울특별시 마포구 도시환경국 맑은환경과,2023-08-07
대진초등학교,대진생활관(체육관),126,서울특별시 강남구 개포로109길 74(개포동),37.49668614,127.0780425,2021,화학사고,02-3423-5789,서울특별시 강남구 복지생활국 복지정책과,2020-02-11
중동중학교,백주념기념관(체육관),1596,서울특별시 강남구 일원로8길 37(일원동),37.48832422,127.0786982,2021,화학사고,02-3423-5789,서울특별시 강남구 복지생활국 복지정책과,2020-02-11
양천구민체육센터,대체육관,1299,서울특별시 양천구  목동동로 87 (신정동),37.516437,126.864517,2021,화학사고,02-2620-4856,서울특별시 양천구 환경녹지국 녹색환경과,2021-09-30
영등포다목적배드민턴체육관,체육관(2층),1089,서울특별시 영등포구 도신로15길 5 (도림동),37.5063211,126.8978172,2021,화학사고,02-2670-3461,서울특별시 영등포구 생활환경국 환경과,2023-08-21
윤중중학교,체육관,321,서울특별시 영등포구 여의동로3길 3 (여의도동),37.5190315,126.9238521,2021,화학사고,02-2670-3461,서울특별시 영등포구 생활환경국 환경과,2023-08-21
당산초등학교,학생식당 급식동 2층,172,서울특별시 영등포구 선유로55길 32 (양평동4가),37.539799,126.8963628,2021,화학사고,02-2670-3461,서울특별시 영등포구 생활환경국 환경과,2023-08-21
한강중학교 ,체육관,1273,서울특별시 용산구 녹사평대로 73 (서빙고동),37.524097,126.992378,2021,화학사고,02-2199-7660,서울특별시 용산구 문화환경국 맑은환경과,2023-08-18
개운초등학교,체육관,264,울산광역시 남구 두왕로106번길 28-6 (선암동),35.51334968,129.3117102,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
도산초등학교,다목적강당,419,울산광역시 남구 번영로54번길 25(야음동),35.53000759,129.3338449,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
삼신초등학교,체육관,250,울산광역시 남구 돋질로251번길 25(삼산동),35.54554735,129.3302708,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
신일중학교,다목적강당,1399,울산광역시 남구 두왕로 278(신정동),35.52814877,129.3112461,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
신정1동주민센터,강당,88,울산광역시 남구 월평로9번길 7(신정동),35.54138807,129.3065338,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
야음초등학교,체육관,229,울산광역시 남구 산업로355번길 111(야음동),35.52122985,129.3296191,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
옥동중학교,다목적강당,633,울산광역시 남구 법대로14번길 9(옥동),35.53824115,129.2836211,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
옥산초등학교,다목적강당,536,울산광역시 남구 옥현로60번길 7(무거동),35.54194883,129.2625593,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
옥서초등학교,다목적강당,316,울산광역시 남구 법대로14번길 19(옥동),35.53817964,129.2850574,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
신정4동주민센터,대회의실,174,울산광역시 남구 수암로64번길 16(신정동),35.52938285,129.3144644,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
옥현초등학교,체육관,259,울산광역시 남구 눌재로 21(무거동),35.5500003,129.2779155,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
울산중앙초등학교,다목적강당,288,울산광역시 남구 돋질로91번길 34(신정동),35.54189508,129.3152288,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
월봉초등학교,체육관,213,울산광역시 남구 팔등로115번길 10(신정동),35.54803141,129.3191852,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
월평중학교,체육관,407,울산광역시 남구 중앙로204번길 31(신정동),35.5405458,129.3156785,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
태화중학교,체육관,196,울산광역시 남구 화합로71번길 24(야음동),35.53213775,129.3391805,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
남구국민체육센터,다목적홀,242,울산광역시 남구 여천로 38(야음동),35.522966,129.338023,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
도산노인복지관,강당,169,울산광역시 남구 대암로129번길 4(야음동),35.52985629,129.3299647,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
문수실버복지관,대강당,221,울산광역시 남구 대학로1번길 3-51 (무거동),35.53503202,129.2508534,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
선암호수노인복지관,대강당,90,울산광역시 남구 선암호수길 150(선암동),35.51471934,129.3187941,2021,화학사고,052-226-5762,울산광역시 남구 교통환경국 환경관리과,2023-08-16
반천초등학교,다목적강당,251,울산광역시 울주군 언양읍 샘소3길 19 (반천리),35.55621745,129.1837718,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
언양고등학교,체육관,239,울산광역시 울주군 언양읍 언양로 53 (어음리),35.56187368,129.1335749,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
옹기종기도서관,세미나실,30,울산광역시 울주군 온양읍 온양로 38-1 (운화리),35.41282448,129.2766055,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
온양읍 행정복지센터,대회의실,70,울산광역시 울주군 온양읍 남창1길 20 (남창리),35.41943571,129.2805818,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
남창고등학교,체육관,253,울산광역시 울주군 온양읍 태화7길 43-16 (운화리),35.41561481,129.2785552,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
남창중학교,다목적강당,240,울산광역시 울주군 온양읍 동상로 66 (동상리),35.41819654,129.2866601,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
온남초등학교,체육관,273,울산광역시 울주군 온양읍 화산발리로 734 (대안리),35.40560825,129.289154,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
온양초등학교,다목적강당,221,울산광역시 울주군 온양읍 남창1길 32 (남창리),35.41827556,129.2804944,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
울주군 보훈회관,다목적강당,79,울산광역시 울주군 청량읍 군청2길 16 (율리),35.5246998,129.2428561,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
문수초등학교,체육관,180,울산광역시 울주군 청량읍 청송길 8 (율리),35.5193473,129.2405824,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
삼정초등학교,다목적강당,190,울산광역시 울주군 청량읍 삼정로 36 (삼정리),35.49032724,129.2335607,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
웅촌면 행정복지센터,대회의실 주민자치회의실,111,울산광역시 울주군 웅촌면 새초천길 12 (곡천리),35.46132138,129.20834,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
웅촌문화복지센터,음악연습실 스포츠댄스실,60,울산광역시 울주군 웅촌면 새초천길 10 (곡천리),35.4612698,129.2076769,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
웅촌중학교,체육관,200,울산광역시 울주군 웅촌면 새초천길 13 (곡천리),35.46227504,129.2084327,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
웅촌초등학교,다목적강당,144,울산광역시 울주군 웅촌면 곡천검단로 4 (곡천리),35.46396435,129.2069317,2021,화학사고,052-204-2132,울산광역시 울주군 안전환경국 환경자원과,2023-07-30
민방위교육장,교육장,1210,인천광역시 동구 우각로 19 (창영동),37.4715029,126.6391626,2021,화학사고,032-770-6528,인천광역시 동구 복지환경국 환경위생과,2023-08-18
옥련초등학교,강당동 3층,500,인천광역시 연수구 한진로 30 (옥련동),37.4255393,126.6491689,2021,화학사고,032-749-7914,인천광역시 연수구 경제환경국 환경보전과,2021-09-29
송도3동 행정복지센터,공공청사,500,인천광역시 연수구 송도교육로 63 (송도동),37.3714853,126.6601642,2021,화학사고,032-749-7914,인천광역시 연수구 경제환경국 환경보전과,2021-09-29
신정초등학교,강당 2층,800,인천광역시 연수구 아트센터대로97번길 72 (송도동),37.3974112,126.6446257,2021,화학사고,032-749-7914,인천광역시 연수구 경제환경국 환경보전과,2021-09-29
인천공항중학교,급식실 2층,983,인천광역시 중구 영종대로27번길 49 (운서동2747-8),37.4974378,126.4840693,2021,화학사고,032-760-7737,인천광역시 중구 국제도시행정국 친환경위생과,2021-09-28
영종국제물류고등학교,체육관,1000,인천광역시 중구 운남서로10번길 1 (운남동 799),37.489947,126.5308638,2021,화학사고,032-760-7737,인천광역시 중구 국제도시행정국 친환경위생과,2021-09-27
용유동 행정복지센터,회의실,160,인천광역시 중구 마시란로 308-13(남북동),37.44392097,126.4025066,2021,화학사고,032-760-7737,인천광역시 중구 국제도시행정국 친환경위생과,2021-09-29
인천여자상업고등학교,강당(3층),1090,인천광역시 중구 인중로 146 (신생동),37.467745,126.627598,2021,화학사고,032-760-7403,인천광역시 중구 도시재생국 환경보호과,2021-09-29
인천연안초등학교,어울림터(다목적강당),727,인천광역시 중구 연안부두로33번길 53 (항동7가),37.453654,126.608156,2021,화학사고,032-760-7403,인천광역시 중구 도시재생국 환경보호과,2021-09-29
인천신선초등학교,1층 실내체육실,40,인천광역시 중구 축항대로291번길 33 (신흥동3가),37.4513872,126.627563,2021,화학사고,032-760-7403,인천광역시 중구 도시재생국 환경보호과,2021-09-29
인천해사고등학교,강당,864,인천광역시 중구 월미로 338 (북성동1가),37.467841,126.601374,2021,화학사고,032-760-7403,인천광역시 중구 도시재생국 환경보호과,2021-09-29
구월여자중학교,강당,427,인천광역시 남동구 성말로13번길 78 (구월동),37.448552,126.702714,2021,화학사고,032-453-2610,인천광역시 남동구 환경교통국 환경보전과,2023-08-16
남동초등학교,강당,345,인천광역시 남동구 장승남로33번길 10 (만수동),37.444216,126.737296,2021,화학사고,032-453-2610,인천광역시 남동구 환경교통국 환경보전과,2023-08-16
담방초등학교,동부과학발명센터,512,인천광역시 남동구 매소홀로 1027 (만수동),37.439921,126.736215,2021,화학사고,032-453-2610,인천광역시 남동구 환경교통국 환경보전과,2023-08-16
만월중학교,강당,321,인천광역시 남동구 서창남순환로 22 (서창동),37.426447,126.751848,2021,화학사고,032-453-2610,인천광역시 남동구 환경교통국 환경보전과,2023-08-16
인수초등학교,강당,369,인천광역시 남동구 인수로 3 (만수동),37.453695,126.735537,2021,화학사고,032-453-2610,인천광역시 남동구 환경교통국 환경보전과,2023-08-16
정각초등학교,강당,244,인천광역시 남동구 구월로 228 (구월동),37.455853,126.715316,2021,화학사고,032-453-2610,인천광역시 남동구 환경교통국 환경보전과,2023-08-16
남동체육관,체육관,14589,인천광역시 남동구 소래로 500 (수산동),37.434606,126.733603,2021,화학사고,032-453-2610,인천광역시 남동구 환경교통국 환경보전과,2023-08-16
군민회관,체육관,395,전라남도 장성군 장성읍 청운7길 10 (영천리),35.304418,126.785748,2021,화학사고,061-390-8505,전라남도 장성군 문화시설사업소,2021-10-27
김제죽산초등학교,강당,699,전북특별자치도 김제시 죽산면 죽산2길 13(죽산리),35.7729404,126.8167418,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제지평선중학교,강당,873,전북특별자치도 김제시 성덕면 성동길 183-4(묘라리),35.8277642,126.8304375,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제월촌초등학교,강당,836,전북특별자치도 김제시 입석7길 119(입석동),35.7890973,126.8679066,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제시 장애인체육관,체육관,1951,전북특별자치도 김제시 갈공길 32(서암동),35.8051082,126.8712088,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제시 농업기술센터 상록관,다목적강당,484,전북특별자치도 김제시 동서로 59(교동),35.7939281,126.8765442,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제고등학교,강당,1266,전북특별자치도 김제시 남북2길 25(신풍동),35.7916359,126.895681,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제동초등학교,강당,1055,전북특별자치도 김제시 중앙13길 18(신풍동),35.7952922,126.9012613,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제시 실내체육관,체육관,3515,전북특별자치도 김제시 도작로 224-98(검산동),35.814536,126.901773,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제월성초등학교,강당,449,전북특별자치도 김제시 봉황로 1020(월성동),35.7603044,126.910224,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제황산초등학교,강당,893,전북특별자치도 김제시 황산면 용마로 75(봉월리),35.7962487,126.9436301,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제부용초등학교,강당,864,전북특별자치도 김제시 백구면 황토로 1030(월봉리),35.8767453,126.9521415,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제용지중학교,강당,760,전북특별자치도 김제시 용지면 황토로 702(구암리),35.8506854,126.9600124,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제봉남중학교,강당,872,전북특별자치도 김제시 봉남면 남주1길 26(대송리),35.7529847,126.9620702,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제비룡초등학교,강당,327,전북특별자치도 김제시 용지면 금백로 845-7(신정리),35.8441318,126.9894435,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
김제금구중학교,강당,1150,전북특별자치도 김제시 금구면 금구로 40(금구리),35.7744448,127.0123907,2021,화학사고,063-540-3780,전북특별자치도 김제시 안전개발국 환경과,2021-10-15
추부체육관,체육관,606,충청남도 금산군 추부면 하마전로 75(마전리),36.19241035,127.4740711,2021,화학사고,041-750-2513,충청남도 금산군 경제산업국 환경위생과,2023-08-01
추부초등학교,학교,365,충청남도 금산군 추부면 하마전로 23(하장리),36.19141531,127.4690238,2021,화학사고,041-750-2513,충청남도 금산군 경제산업국 환경위생과,2023-08-01
연무초등학교 강당,강당,1454,충청남도 논산시 연무읍 득안대로 527(금곡리),36.11802412,127.0975166,2021,화학사고,041-746-5522,충청남도 논산시 동고동락국 환경과,2021-10-14
가야곡초등학교 강당,강당,658,충청남도 논산시 가야곡면 덕은로 160(강청리),36.14376676,127.1685839,2021,화학사고,041-746-5522,충청남도 논산시청 환경과,2021-10-14
채운초등학교 강당,강당,896,충청남도 논산시 채운면 채운로 112(야화리),36.16938446,127.0680144,2021,화학사고,041-746-5522,충청남도 논산시청 환경과,2021-10-14
강경중앙초등학교 강당,강당,539,충청남도 논산시 강경읍 옥녀봉로 8(남교리),36.15980067,127.0193344,2021,화학사고,041-746-5522,충청남도 논산시청 환경과,2021-10-14
벌곡초등학교 강당,강당,867,충청남도 논산시 벌곡면 대둔로 821-8(한삼천리),36.20789124,127.2661991,2021,화학사고,041-746-5522,충청남도 논산시청 환경과,2021-10-14
논산동성초등학교 강당,강당,419,충청남도 논산시 관촉로 263(취암동),36.20290652,127.0925472,2021,화학사고,041-746-5522,충청남도 논산시청 환경과,2021-10-14
논산부창초등학교 강당,강당,1166,충청남도 논산시 시민로397번길 10(부창동),36.19969069,127.084875,2021,화학사고,041-746-5522,충청남도 논산시청 환경과,2021-10-14
청동초등학교 강당,강당,2087,충청남도 논산시 연산면 선비로293번길 29-5(청동리),36.21242924,127.1965891,2021,화학사고,041-746-5522,충청남도 논산시청 환경과,2021-10-14
원봉초등학교 강당,강당,800,충청남도 논산시 성동면 성동로 552(정지리),36.21233408,127.0605102,2021,화학사고,041-746-5522,충청남도 논산시청 환경과,2021-10-14
광석초등학교 강당,강당,664,충청남도 논산시 광석면 사계로 451(신당리),36.24372764,127.0811621,2021,화학사고,041-746-5522,충청남도 논산시청 환경과,2021-10-14
노성초등학교 강당,강당,800,충청남도 논산시 노성면 노성로507번길 11(송당리),36.27812036,127.1216676,2021,화학사고,041-746-5522,충청남도 논산시청 환경과,2021-10-14
정산초등학교 체육관,별관 체육관,601,충청남도 청양군 정산면 칠갑산로 1863(서정리),36.41634526,126.9455804,2021,화학사고,041-940-2434,충청남도 청양군 안전재난과,2015-01-01
청양정산고등학교 강당,별관 강당,355,충청남도 청양군 정산면 칠갑산로 1897(서정리),36.41347001,126.9498232,2021,화학사고,041-940-2434,충청남도 청양군 안전재난과,2015-01-01
보성초등학교,강당,2065,충청남도 예산군 삽교읍 예학로 127(목리),36.6671926,126.6810214,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
응봉초등학교,다목적광장,1449,충청남도 예산군 응봉면 예당로 1504(증곡리),36.656296,126.7701242,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
시량초등학교,강당 교실17,1032,충청남도 예산군 덕산면 덕산온천로 91(시량리),36.6857548,126.6432111,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
덕산초등학교,교실20 체육관,2437,충청남도 예산군 덕산면 봉운로 38(읍내리),36.7066894,126.6688639,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
고덕초등학교,체육관 강당,1796,충청남도 예산군 고덕면 황금뜰로 203(대천리),36.7478946,126.7028095,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
구만초등학교,교실9,745,충청남도 예산군 고덕면 구만윗뜸길 27(구만리),36.733004,126.7325605,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
예덕초등학교,강당 교실10,1093,충청남도 예산군 고덕면 몽곡상몽길 54(몽곡리),36.7785143,126.7160276,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
용동초등학교,체육관,738,충청남도 예산군 삽교읍 삽교평야로 193(상성리),36.7025081,126.7156144,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
신암중학교,교실3 강당,1093,충청남도 예산군 신암면 신암남로 413(오산리),36.7399431,126.8129843,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
신암면복지회관,복지회관,333,충청남도 예산군 신암면 종경길 70(종경리),36.7343879,126.8261915,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
신례원초등학교,강당,3213,충청남도 예산군 예산읍 신례원로 179(신례원리),36.7262735,126.8423348,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
양신초등학교,교실7,1072,충청남도 예산군 오가면 내양막길 5(분천리),36.7064324,126.7846921,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
삽교국민체육관,1층 2층,973,충청남도 예산군 삽교읍 신가꽃산서길 115(신가리),36.6856074,126.7396716,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
삽교읍복지회관,복지회관,549,충청남도 예산군 삽교읍 두리3길 35(두리),36.6878615,126.7397915,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
삽교초등학교,체육관,2242,충청남도 예산군 삽교읍 삽교로4길 26(두리),36.6887827,126.7433906,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
오가초등학교,체육관 교실7,1767,충청남도 예산군 오가면 역말로 89(역탑리),36.6877803,126.7937244,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
예산중앙초등학교,체육관,2904,충청남도 예산군 예산읍 주교로 21(주교리),36.6840744,126.8314544,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
예산중학교,체육관 강당 교실,4812,충청남도 예산군 예산읍 예중길 40(주교리),36.6784911,126.8327695,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
예산초등학교,강당,3193,충청남도 예산군 예산읍 아리랑로 205(예산리),36.6838119,126.8498413,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
윤봉길체육관,체육관,3962,충청남도 예산군 예산읍 예산로 352(향천리),36.677008,126.8601346,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
홍주고등학교,실내체육관,1716,충청남도 홍성군 홍성읍 문화로 78(오관리),36.593081,126.663392,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
광천중학교,체육관,804,충청남도 홍성군 광천읍 광천로 396-34(광천리),36.509514,126.628722,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
내포초등학교,2층 체육관(푸른솔관),990,충청남도 홍성군 홍북읍 홍학로 38(신경리),36.64884,126.670679,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
갈산초등학교,강당,608,충청남도 홍성군 갈산면 갈산로 135(상촌리),36.602605,126.554466,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
구항면 행정복지센터,다목적홀,473,충청남도 홍성군 구항면 구항길 109(오봉리),36.587966,126.610669,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
대정초등학교,다목적실,362,충청남도 홍성군 구항면 거북로 20(지정리),36.547268,126.637678,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
동인초등학교,강당,1187,충청북도 괴산군 괴산읍 읍내로2길 15-8(서부리),36.80664619,127.7904499,2021,화학사고,043-834-0568,충청북도교육청 충청북도괴산증평교육지원청 동인초등학교,2023-08-08
청안초등학교,강당,1032,충청북도 괴산군 청안면 청안읍내로3길 8(읍내리),36.77246213,127.639547,2021,화학사고,043-838-3624,충청북도교육청 충청북도괴산증평교육지원청 청안초등학교,2023-08-08
증평군청,2층 회의실,424,충청북도 증평군 증평읍 광장로 88(창동리),36.785101,127.581066,2021,화학사고,043-835-3622,충청북도 증평군 경제개발국 환경위생과,2019-12-30
증평종합스포츠센터,실내체육관,1816,충청북도 증평군 증평읍 인삼로 23(송산리),36.78742,127.573306,2021,화학사고,043-835-4922,충청북도 증평군 경제개발국 환경위생과,2019-10-05
증평보건소,증평보건소,142,충청북도 증평군 증평읍 보건복지로64-1(내성리),36.77462,127.58672,2021,화학사고,043-835-3622,충청북도 증평군 경제개발국 환경위생과,2020-12-03
한천초등학교,학교,992,충청북도 진천군 덕산읍 초금로 687-2(용몽리),36.9067146,127.5077708,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
한국바이오마스터고등학교,학교,3958,충청북도 진천군 진천읍 남산4길 13(교성리),36.8518299,127.4397985,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
진천고등학교,학교,2421,충청북도 진천군 진천읍 문화12길 48(신정리),36.8534287,127.4502493,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
덕산중학교,학교,515,충청북도 진천군 덕산읍 몽촌2길 19(용몽리),36.9070324,127.5105181,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
초평초등학교,학교,581,충청북도 진천군 초평면 초동로 143(금곡리),36.8474591,127.5383251,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
구정초등학교,학교,212,충청북도 진천군 초평면 원댕이길 3(용산리),36.7809037,127.5351731,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
문백초등학교,학교,527,충청북도 진천군 문백면 봉죽길 22(봉죽리),36.7861647,127.432927,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
이월중학교,학교,303,충청북도 진천군 이월면 진광로 753(송림리),36.9270148,127.4285855,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
이월초등학교,학교,454,충청북도 진천군 이월면 송림6길 26(송림리),36.9310468,127.4312607,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
광혜원고등학교,학교,212,충청북도 진천군 광혜원면 화랑길 137(광혜원리),36.9915108,127.4400227,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
서전중학교,학교,750,충청북도 진천군 덕산읍 예지로 42(두촌리),36.9041188,127.5299046,2021,화학사고,043-539-3454,충청북도 진천군 문화경제국 환경에너지과,2021-09-30
금가초등학교,급식소,508,충청북도 충주시 금가면 가마골길 16(도촌리),37.044236,127.922491,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
오석초등학교,신관,307,충청북도 충주시 금가면 김생로 456(유송리),36.999445,127.895947,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
